label,comment
positive,আপনি ফর্মে ফিরতে পারলে বিশ্বকাপ টা আমাদের জন্য অনেক সহজ হয়ে যাবে। শুভ কামনা পিউর হিটার সৌম্য সরকার 
positive,তুমি নিয়মিত ভালো পারফর্ম করে ন্যাশনাল টিমে থিতু হও সেই প্রার্থনা করি।তুমি নাকি ফেসবুক চালাবেনা মানুষ বাজে কথা বলে দেখে।অাসলে অামি মনে করি কারো কথাকে অতিরিক্ত গুরুত্ব দেবার দরকার নেই।তুমি তোমার মত করে এগিয়ে যাও।তুমি ম্যাচ জেতানোর মত ক্রিকেটার।নিজের দিনে প্রতিপক্ষ কে দুমড়ে মুচড়ে ফেলতে পারো।তোমায় অনেক অনেক শুভ কামন জানিয়ে শেষ করছি।
positive,"তোমার ঐ কথাটায় অনেক কষ্ট লাগছে  তুমি নাকি আমাদের ই বাজে বাজে কমেন্টের জন্য ফেবু চালাবা না।। আমরা খুব ই দুঃখিত আর পচাবো না ইনশাআল্লাহ তুমি আমাদের দেশের ক্রিকেটকে অনেক এগিয়ে নেবে সেই আশা রাখি।। নিজে ভালো থাকো,বাংলাদেশ ক্রিকেটকে ভালো রাখো।। মন খ্রাপ করো না।।।।। সমালোচনা জিনিসটা বাঙালীর রক্তের সাথে মিশে গেছে এটা কিছু না"
offensive,তোমাকে চিটাগং তাকলে সার্পোট করতাম কারন আমি চাঁটগাইয়া!!  ভুলবশত যদি আপনার দলের সাপোট করি তৃতীয় বিশ্বযুদ্ধ লেগে যাবে আমার এফবি ফেন্ডদের সাথে!! গতবার ভাই তুমি চিটাগং খেলেচিলে বলে চিটাগং এর কভার লাগিয়ে চিলাম প্রোপাইলে আমার এফবি ফেন্ডদের দাবী আমি নাকি আপনার অন্ধ সাপোটার তাই চিটাগং সাপোট করচি!! পরে রাগে ঢাকার কভার পেইজ লাগাই !! অথচ আমি ও চিটাংগা পোলা! ভাই আপনাকে বিচার দিলাম এরা কোন প্রজাতির???!!  তবে শুভ কামনা রইল ভাইয়ের জন্য!! এবারের বিপিএলে কাপটা চিটাগং এর হোক!! এবং বেস্ট রানার হোক সৌম্য সরকার!!  বেস্ট বোলার হউক ফিজ!!  এটাই চাওয়া! সবার জন্য শুভকামনা রইলো!!
positive,বাংলাদেশের একমাত্র প্লেয়ার যার সহজাত বড় বড় ৬ মারার ক্ষমতা আছে  <3   পিউর হার্ড-হিটার! এই ইন-ফর্ম সৌম্যই পারে আমাদের বিশ্বকাপে ৩০০+ রানের ইনিংস খেলার পথ করে দিতে!   আমার সবচেয়ে পছন্দের বাংলাদেশী ব্যাটসমান সৌম্য   :)
positive,দাদা এই দিনটি দেখার জন্য ক্ষত মন নিয়ে ৩ টা বছর হেটার্সদের সাথে যুদ্ব করেছি।যতদিন না তোমার জন্য আল্লাহর কাছে মোনাজাত ধরেছি তুমি সফল হয়েছো।আজকে জুম্মার নামাজে শেষ ৪ রাকাত সুন্নতের জন্য শুধু ৫ মিনিটের মত মোনাজাত ধরেছি।যার ফলাফলটা আল্লাহ আমাকে দিছে।
positive,"গ্রেট ইনিস সৌম্য দা,   এইরকম একটা স্কোরের অপেক্ষায় ছিলাম!! নিজেকে ফর্মে ফিরানোর জন্য পূজা মিস করেচেন!! মায়ের কাছে সবাই প্রার্থনা করচিলো আপনার ফর্মে ফেরার জন্য!! এবং মায়ের বিদায় বেলায় মা আপনার উপর কৃপা বর্ষিত করছে।।  আপনি পেয়েছেন প্র্যাকটিস ম্যাচে সেনসুরি!!  একদিকে মায়ের বিদায়ের কষ্ট অন্যদিকে আপনার সেনসুরী দেখে মনটা অনেকাংশ খালকা লেগেচিলো।।   আর আপনার ওইদিনের বিজয়া দশমীর পোস্ট টি পড়ে চোখে পানি চলে এসেচিলো "" আক্ষেপ কাটে না শেষ লগ্নে"" দেবীর ববিদায় বেলায়,,আবার এসো মা, আসছে বছর আবার হবে!!  আপনার পরিবার পরিজনদের সাথে শারদীয়া পূজা মিস করার আক্ষপটা ঝড়ে পড়চিলো ওই পোস্টে!! মা দূর্গা সব সময় আপনার প্রতি এবং পুরো দলের প্রতি সদয় হোক এই প্রাথর্নায় রইলো।"
offensive,নির্বাচনের আগে ফর্মে ফিরেছে সরকার।
positive,"দিন যত যাচ্ছে দেশের ফুটবল ততই পিছাচ্ছে। অসাধু এক লোকের হাতে জিম্মি ১৬ কোটি মানুষের প্রাণের ফুটবল। একটা দেশের ফুটবল উন্নয়নে কি কি করনীয় সেসব বিষয় নিয়ে কথা বলবো আজ। সবার আগে দেশের ফুটবল ফেডারেশন কে নতুন করে গড়ে তুলতে হবে, একটা দেশের ফুটবল উন্নতির পিছনে সবচেয়ে বড় অবদান থাকে ঘরোয়া ফুটবল লীগের আর এই লীগের কাঠামো উন্নতির পিছনে হাত থাকে ফেডারেশনের। বাংলাদেশের ফুটবল কে এগিয়ে নিতে হলে ফেডারেশনের ১০/১৫ বছরের পরিকল্পনা নিয়ে এগোতে হবে ফেডারেশনের, এবং সবার প্রথম ঘরোয়া লীগের কাঠামো কে পরিবরতন করতে হবে। যেসব ক্লাবের লাইসেন্স নেই সেসব ক্লাব গুলাকে ২য় টায়ারে অবনতি করে দিতে হবে, এবং ৮ টি ফ্রাঞ্চাইস টিম + যেই ৪ টি ক্লাবের লাইসেন্স আছে তাদের নিয়ে ১২ দল নিয়ে বাংলাদেশ সুপার লীগ চালু করতে হবে। ভবিষ্যতে দল বাড়াতে হবে। এটি হবে দেশের ফুটবলের ১ম টায়ার এখান থেকে টপ ২ টি টিম এএফসি কাপে অংশগ্রহন করবে এবং শেষের ২ টি দলকে অবনতি করে দিতে হবে। খেলা গুলাকে হোম এওয়ে করতে হবে,টিমগুলোর একাডেমি, বয়স ভিক্তিক দল+ নিজেদের ট্রেনিং গ্রাউন্ড রাখতে হবে। প্রতি দলের একাদশে সবোচ্চ ৫ জন বিদেশী প্লেয়ার খেলাবে+ ১জন দেশীয় স্টাইকার কে একাদশে রাখা বাধ্যতামূলক। ক্লাব গুলার অ-১৭, অ-১৯ দল নিয়ে নিয়মিত লীগ করতে হবে+ নিয়মিত ২য় ও ৩য় টায়ারের লীগ করা। শক্তিশালী বয়স ভিক্তিক দল করতে হবে, বয়সভিক্তিক লীগ থেকে প্লেয়ার নিয়ে শক্তিশালী বাংলাদেশ অ-১৭, অ-১৯ ও অ-২৩ দল গঠন করা এবং এদের বয়সভিক্তিক আন্তর্জাতিক ম্যাচ খেলার মধ্যে রাখতে হবে। বাফুফের নিজেদের একটা একাডেমি খুলতে হবে, ১০/১২ বছরের বাচ্চাদের নিয়ে সারাদেশে ফুটবল হান্ট করতে হবে, সারাদেশ থেকে ৫০০ জন ট্যালেন্টেড বাচ্চাদের নিয়ে বাফুফের একাডেমি তে বিদেশী কোচের আন্ডারে ২ বছর ট্রেনিং করাতে হবে তারপর ইউরোপের বড়বড় ক্লাব গুলার একাডেমি তে ট্রায়াল এর জন্য পাঠাতে হবে। আমার বিশ্বাস এই ৫০০ জনের মধ্যে থেকে ভবিষ্যতে ৫ জন তারকা পাব। তরুন প্লেয়ারদের নিয়ে ভবিষ্যত জাতীয় দল গঠন করতে হবে উদাহরণ হিসেবে ভারতের মতো। ফ্রাঞ্চাইস গুলাকে ইউরোপে প্রাক মৌসুম করতে হবে, নিয়মিত সময় মতো লীগ করতে হবে, বিদেশী কোম্পানি গুলাকে এনে ইনভেস্ট করাতে হবে। ভবিষ্যতে ফ্রাঞ্চাইস টিমগুলাকে এএফসি চ্যাম্পিয়নস লীগে খেলানোর মতো করে তুলতে হবে। এতে দেশের ফুটবলে ভালো মানের ফুটবলার উঠে আসবে। এভাবে পরিকল্পনা অনুযায়ী চললে ১০/১৫ বছরের মধ্যে বাংলাদেশ ৯০ এর ভিতর চলে আসবে, তখন বিশ্বকাপ খেলা নিয়ে পরিকল্পনা করা যাবে, তার আগে বয়সভিক্তিক দলগুলাকে বড় আসরের জন্য তৈরী করতে হবে,ভালো দেশ গুলার সাথে বেশি বেশি প্রীতি ম্যাচ আয়োজন করতে হবে। এগুলা করতে পারলে বাংলাদেশের ফুটবল অনেকদূর এগিয়ে যাবে। জিম্বাবুয়ের ২য় প্রিয় খেলা ক্রিকেট রাংকিং১১০আর আমরা১৯৪  ক্রিকেট কয় জনে খেলে ফুটবল সবাই খেলে"
positive,একটা জিনিস পরিষ্কার  অনেকে রাগে হয়ত অনেককিছু বলে কিন্তু মেক্সিমাম ক্রিকেট ফ্যান সৌম্যর ব্যাটিং পছন্দ করে
positive,"মাথা ঠাণ্ডা রেখে, আর শট সিলেকশন টা আরেকটু ঠিক ঠাক হলে, আগামীদিনের বাংলাদেশ টিমের আইকম ব্যাটসম্যান আপনি।"
positive,"আমার কালকে মাস্টার্স পরীক্ষা শুরু! জানতাম আজ তুমি খেলবে,একটা বল ও মিস করি নাই!!! খুব ভাল লাগছে,তুমি রানে ফিরেছ দেখে!!! এগিয়ে যাও দাদা"
positive,আয়ারল্যান্ডের মাটিতে ও ব্যাট হাতে সফল ছিলে
positive,তোমাকে ভালোবাসি বলে । আজ মানুষ আমাদের পাচানি দেয় । তুমি ভালো খেলে দলকে এগিয়ে নাও । আমরা আর পচানি খেতে চাইনা
positive,তুমি এমন একজন ব্যাটসম্যান দাদা।তোমাকে রান করতে হবে না।বাউন্ডারি মারতে হবে না।জাষ্ট শুধু ক্রিজে দাড়িয়ে থাকবে তাতেই আমার প্রাণ টা জুড়ে যায়।তোমার সেই ব্যাটিং ষ্টাইল  আমায় বার বার মুগ্ধ করে
positive,তাইতো আজকেও জুম্মার নামাজে আখিরি মোনাজাতে বলেছি যাতে তুমি অনেক ভাল খেলতে পারো।
positive,"শুভ বিজয়া' আক্ষেপ কাটে না শেষলগ্নে, দেবীর বিদায় বেলায়। আবার এসো মা, আসছে বছর আবার হবে।"
positive,দাদা তোমাদের হিন্দু ধর্মাবলম্বীরা আজকে প্রতিমা বিসর্জনের মধ্যে যে একটা বেদনা পাওয়ার কথা কিন্তু তোমার দুর্দান্ত সেঞ্চুরিতে সেই বেদনা দূর হয়ে তাদের মুখে ফিরেছে এক স্বস্তির হাসি।
positive,শুভ বিজয়ার প্রীতি শুভেচ্ছা ও ভালোবাসা থাকলো সৌম্য দা । আবার কবে বন্ধু ফিজের বাড়ীতে দেখা হবে কে জানে  ???
offensive,"পৄথিবীতে বাঙ্গালীই একমাত্র নিকৄষ্ট জাতি যারা নিজেদের পা* নিজেরাই মারতে ব্যস্ত, কিছু কুত্তার বাচ্চার কমেন্ট দেখে তাই মনে হয়! এই সালা কুত্তাগুলা কি কোন দিনই ঠিক হবে না!"
positive,"মা দূর্গা আর্শিরবাদ দি‌য়ে গেল তোমায় , হার নামা সেনচু‌রি করে দল কে জিতা‌লে ,স‌ত্যি তোমার কপা‌লে মা‌য়ের আর্শিরবাদ র‌হিল ,শুভ বিজয়া সৌম্য দা"
positive,আসছে বছর আবার হবে দাদা। সেই পর্যন্ত মায়ের আশীর্বাদে তুমি ভালো খেলে যাও। পাশে আছি সব সময়।
offensive,  জিম্বাবুয়েকে খেলে দে
positive,আগামী বছর বিশ্বকাপ।  সময় আর বেশি নেই।নিজের খেলার প্রতি আরো বেশি করে মনযোগ দেন দাদা। আমরা সবাই তোমাকে বিশ্বকাপে দেখতে চাই।
positive,আসছে বছর আবার হবে আর ততক্ষন পর্যন্ত দাদার ব্যাটে বল পড়বে মাঠের এই বাউন্ডারী থেকে ঐ বাউন্ডারীতে।
positive,আজকে তো ম্যাঠে ভালো বোলিং করছে এবং ক্যাপ্টেন্সি ভালো করছে এখন ভালো একটা ইংনিস চাই দাদা
positive,আউট হইছ?
positive,শুভ বিজয়াদশমী সৌম্য...মা তোমার মঙ্গল করুক
positive,"আশা করি ,কেউ খারাপ কমেন্ট করবেন না। যার যে ধর্ম সে সেই ভাবে পালন করুক। তাছাড়া সৌম্য , লিটন আমাদের দেশের সম্পদ।"
positive,"সমাজের যত সব অসঙ্গতি ,অন্যায় অবিচার হিংসাদ্বেষ, হানাহানি সব কিছু নিঃশেষ হয়ে যাক- প্রতি ঘরে ঘরে বয়ে যাক শান্তির র্বাতা।"
positive,"দাদা ভাল মত ,খেলায় মনোযোগ দিয়েন, পুজা তো আনন্দের একটা উৎসব"
positive,মনে সংশয় লিটন দাসের ঘটনার পুনরাবৃত্তি যেন না হয়। শারদীয় শুভেচ্ছা।  ইতিমধ্যেই পোস্টে হা হা রিয়াক্ট শুরু হয়ে গেছে
positive,"বাংলাদেশের সকল হিন্দু ভাইবোনদের জানাই পুজার আন্তরিক শুভেচ্ছা,,,,"
positive,"ভাই আপনাকে আমাদের এলাকায় পুজা দেখার আমন্তন জানালাম,, আপনার এক ক্ষুদে ভক্তের আশা আপনি আসবেন পুজা দেখতে সিলেটে"
positive,তোমরা ধর্ম নিয়ে বাড়াবাড়ি করোনা(হযরত মুহাম্মাদ সঃ)   যে নিজের ধর্মকে ভালবাসে সে অন্যের ধর্মকে ঘৃণা করতে পারে না(কাজী নজরুল ইসলাম)
positive,"তোমাকে ও অনেক শুভেচ্ছা, তোমার  মনের কথা যেন পূরণ করে সেজন্য রইলো শুভ কামনা। শারদীয়   শুভেচ্ছা বস।"
positive,সকলকে জানাই শুভ মহালয়ার আন্তরিক প্রীতি শুভেচ্ছা ও ভালোবাসা। সবাই ভালো থাকবেন এবং সাবধানে থাকবেন।
offensive, আর যাই করুন লিটনের মত কাপুরুষ হইয়েন না 
positive,শুভ মহালয়া দাদা। যত আসুরিক শক্তি বিনাশ করে মা এই পৃথিবীতে শান্তির বারতা নিয়ে আসুক।
positive,আপনাকেও দূর্গা পূজার শুভেচ্ছা রইলো আশা করি আগের ফর্মে ফিরে আমাদেরকে সেই নান্দনিক ড্রাইভগুলো দেখাবেন।
positive,"আপনাকেও আমার কাশফুলে, কাশফুলে মহালয়ার শুভ কামনা। আশা করি,পূজায় পরিবারের সাথে আপনার পূজা ভালোই উদযাপন করবেন।"
offensive,কমেন্ট বক্সে ঢুকলাম কিছু আচোদা ফালতু জনগন দেখার জন্য।
positive,দাদা এই ধরণের পোস্ট অবশ্যই দিবেন।কালপ্রিটদের ভয় পাবেন না। আর মনের কনফিডেন্স বাড়ানোর জন্য নিয়মিত একাদশী করুন। জয় মা দুর্গা। শারদীয় শুভেচ্ছা দাদা
positive,পূজা শুভেচ্ছা রইল দাদা
positive,"শুভ মহালয়ার শুভেচ্ছা দাদা! সকল অশুভ শক্তির বিনাষ হোক,সমাজে শান্তির বার্তা বয়ে আসুক এই কামনা!"
positive,"কিন্তু তুমি খুব তাড়াতাড়ি ফর্মে আসো ভাই। সবার পচানি খাইতে খাইতে আমি যে অনেক ক্লান্ত। কলেজ, রাস্তাঘাট, প্রাইভেট, মেসে সবাই আমাকে পচায় তুমি খারাপ খেললে। আরো কত? প্লিজ ফর্মে আসো। এত পচানি ভালোলাগে না দাদা। hope for the best 💜 পাশে ছিলাম,আছি,থাকবো। ভালোবাসা নিও💜💘"
positive,ছেলেরা যেটা করতে পারছে না মেয়েরা সেটা করে দেখাচ্ছে।হয়তো দেখব ছেলেদের আগে মেয়েরা ক্রিকেট বিশ্বকাপ জয় করবে।
positive,মেয়েরা ফুটবল ও ক্রিকেটে চ্যাম্পিয়ন হচ্ছে ৷ ছেলেরা কেন কাছাকাছি গিয়েও হেরে যায় ?
positive,অভিনন্দন জানাই আমরা সকল প্রবাসীর পক্ষ থেকে
positive,সাফ অনূর্ধ্ব-১৮ নারী চ্যাম্পিয়নশিপের ফাইনালে নেপাল কে ১-০ গোলে হারিয়ে চ্যাম্পিয়ন বাংলাদেশ। অভিনন্দন
positive, ময়মনসিংহ রা সবজায়গায়  সিংহের  ন্যায়........গর্জে ওঠে।
positive,ছোট বোন হিসেবে সবার জন্য রইলো আমার  আশির্বাদ /দোয়া । আরও ভালো খেলে এগিয়ে যেতে হবে  ।
positive,কিরে ভাই কোথায় আসলা এতদিন কোনো সাড়াশব্দ পেলাম না!
positive,বাঘিনীদেরকে অভিনন্দন।সোনার ছেলেরা কোমাদের সময় এসেছে এই বাঘিনিদের কাছ থেকে শিখতে কিভাবে জিততে হয়।
positive,তাড়াতাড়ি ফর্মে ফিরে এসো পেরিস্কোপ মাষ্টার
positive,সৌম্য দাদা যে যাই বলুক তুমি তোমার খেলা চালিয়ে যাও।জাতীয় দলে নিজের জায়গাটা পাকাপোক্ত কর!
positive,রাজশাহীতে আমার সাথে দেখা হউয়ার পরি কিন্তু১০০ করলেন। মনে রাইখেন।যান্ত্রিক ত্রুটির কারনে ছবি টা দিতে পারিনি
positive,তারাতারি ফিরে আসেন ভাই....
positive,"১০৩/ বাট বাংলাদেশ দলের মধ্যে হয়ে যখন খেলেন,তখন তো এরকম খেলা দেখাতে পারেন না..!"
positive,বর্তমানে মহিলা এশিয়া কাপ চ্যাম্পিয়ন দল হলো বাংলাদেশ।ভারত মহিলা দলকে হারিয়ে
positive,ভাই কি বলব যখন দেখি সৌম্যকে তখন ই আশায় বুক বাধি হয়ত আজ রানে ফিরবে
offensive,ছলে-বলে-কলে-কৌশলে..... একটা সুযোগ পাইছিলি..... 
offensive,"আপনি খেলা শেষে দুবাই থেকে আর দেশে আসার দরকার নাই, সেখানে কোন বিল্ডিং এর কাজ পেলে সেটা করেন না হয় বলদিয়ার কাজে লেগে যান। আপনাকে হাজার সুযোগ দিলেও আপনি ঠিক হবেন না"
positive,"দাদা প্লিজ এই সুযোগ হাত ছাড়া করবেন না ,জ্বলে উঠুন আর শিরোপা আমাদের চাই "
positive,সৌম্য সরকার যদি আপনি ফাইনাল ম্যাচে চান্স পান তাহলে অবশ্যই কিছু করে দেখাতে হবে তা না হলে কিন্তূ আর চান্স পাবেন না
offensive,তুমাদের দুই জনের জন্য চাবুকের ব্যবস্থা রাখা হোক দুবাইয়ে। তাইলে যদি কিছু হয়।
positive,রান/উইকেট এসব ক্রিকেটীয় আইন শৃঙ্খলার কাছে আমরা হারব বা জিতব কিন্তু তামিমের দেশপ্রেম আর ত্যাগের কাছে বাংলাদেশ আজ জিতে গেছে
positive,"তামিম ভাইয়ের জন্য অনেক অনেক দোয়া ও ভালবাসা, সত্যি অনেক কষ্ট পাইছি আজকে উনাকে এভাবে খেলতে দেখে  দোয়া করি আল্লাহ পাক উনাকে তাড়াতাড়ি সুস্থ করে দিক।"
positive,সৌম্য দাদা তোমাকে আজকে অনেক মিস করেছি। তোমাকে ছাড়া বাংলাদেশের খেলা দেখতে একেবারেই ভালো লাগে না এখন। কেন তুমি রেগুলার পারফর্ম করতে পারো না?
offensive,"তুমি যদি মুশির জায়গায় হইতা, ফালতু একটা বলে আউট হয়ে, প্যাড এ একটা বারি দিতা ব্যাট দিয়া, মাথা নিচের দিকে দিয়া প্যাভিলিয়ন এ চলে আস্তা।"
positive,"মুশফিক যা করলো---অসাধারণ!""""""""!!!!শুভ কামনা বাংলাদেশ দলের জন্য"
offensive,"যে অবস্থায় খেলেছে মুশফিক, আন্নে হলে তো বড় বড় দুইটা আন্ডা মেরে চলে আসতেন।"
positive,তোমাকে অনেক মিস করছি ভাই
positive,মুশি + সৌম্য
positive,দাদা আপনাকে এখন  অফিনিং এ চাই
offensive,সৈম্য যদি খেপে তামিমের ও খাওয়া নাই।আসুলে ইটু ভয়ে আছে যে ১ম্যচ যদি খারাপ খেলি লিটনের মতো তো অত সুযুগ পাব না।
offensive,আপনার ব্যাটিং স্টাইল'টা ভাল্লাগছিলো। পরে যে আপুনে কুফা'র সম্রাট হবেন-ঠিক বুঝতে পারিনি 
positive,আজ দেখলাম তো দাদা প্রাকটিসের সময় সব বলগুলা বল দোতলা গ্যালারিতে ফালাইছেন।  আমার মতে আপনার মতো হিটার বাংলাদেশে নাই 
offensive,কি বাল খেলো
positive,"ভাই আপনার জন্য না হোক,অন্তত আপনাকে সাপোর্ট করা এই শত বাঙ্গালীর জন্য আপনি আপনার সেরাটা দিবেন এটাই আমাদের বিশ্বাস"
offensive,দাদা আপনার একটি দোষ হচ্ছে ব্যাটে এসে কয়েক বল ডট গেলে মাথা গরম করে ফেলে কেন?
positive,"সবমসয় কো‌চের পরামর্শ নেও ,এবং ভা‌লো খে‌লোয়‌া‌দের ব্যা‌টিং স্টাইল স্কীল ভি‌ডিও ফু‌টেছ  দে‌খো , ও সেই সা‌থে প্র‌তি‌দিন অনন্ত্য ৫/৬ ঘন্টা প্রক্টিস ক‌রো দেখ‌বে ঠিকই তোমার স্কীল আরো উন্নত হ‌বে , সবসময় ভা‌লো খে‌লো , এটাই চাই"
positive,মনোযোগ দিয়া প্রাক্টিস করো
positive,ভারতে একটা খেলোয়াড় ।  যে দলের সাথে ভাল খেলে..  তাকে ওই দলের সাথে খেলার সময় রাখা হয়
positive,ওরা ভেবেছিল তোমাকে বাদ দিলে হয়ে যাবে সব শেষ। ওরা বোঝেনি সৌম্য সরকার মানে সারা বাংলাদেশ।
positive,সৌম যদি পরিস্থিতি বুজে সব সময় খেলতে পারতেন অাজ জাতীয় দলে থাকতেন যখন উইকেট থাকা দরকার ছিল উইকেট বিলিয়ে এসেছেন অার যখন পিটানো দরকার ছিল তখন আস্তে খেলেছেন গ্রাঊন্ড সট খেলেও রান করা যায়। হতাশ হবার কিছু নাই পৃথিবীর সব ব্যাটসম্যানদের খারাপ সময় যায় তবে সেটা এতদিন থাকেনা কামব্যাক করুম তারাতারি প্রতিদিন এটা নিয়ে কাজ করুন ১৫ সালের চমৎকার ইনিংসগুলি এখনো চোখে ভাষে
positive,অনেক সুন্দর লাগছে.
positive,"দাদা তুমি যতটা না মন খারাপ করে আছো,তোমার ভক্তরা তার থেকেও দ্বিগুণ মন খারাপ নিয়ে বসে আছে।"
positive,"দাদা আজ হয়তো তোমার একটু সময় খারাপ যাচ্ছে বলে তোমার পাশাপাশি তোমার ভক্তদেরদে গালি দেয়, অই বেয়াদবের দল।সেইদিনটার অপেক্ষায় থাকলাম।যেদিন তুমি তোমার দুর্দান্ত ফর্মে ফিরে আসবে সেদিন, আমরা তাদের উচিত জবাব দিবো"
offensive,আরে ভাব মারা বাদ দিয়ে খেলায় মন দাও
positive,অনেক আশা ছিলো আপনাকে এশিয়াকাপে মুল স্কায়াডে দেখবো।
positive,দাদা অনেক চাঞ্চ পেয়েছেন কিন্তু কাজে লাগাতে পারেননি..... ফিরে আসুন আগ্নেয়গিরির তপ্ত লাভা হয়ে দোয়া রইলো 
positive,"পরিশ্রম করো,তার মাধ্যমেই সফলতার দ্বারপ্রান্তে পৌছাতে পারবে! স্কোয়াডে জায়গা পক্ত করে নিতেই হবে!"
positive,এই দিন শেষ নয়.... আরো দিন আছে.... সেই দিন কথা হবে ব্যাটে আর বলে... #ভালোবাসা_শুভোকামনা_নিরন্তর
positive,শুভ জন্মাষ্টমীর শুভেচ্ছা কোলকাতা থেকে তোমার ভক্ত খুব তাড়াতাড়ি জাতীয় টিমে দেখতে চাই।
positive,শুভ জন্মাষ্টমী...#সৌম্য..ভগবান তোমার মঙ্গল করুক..ঈশ্বরের কৃপায় তুমি আবার ফর্মে ফিরে আসো..তোমার সব দিক ভালো হোক..তোমার সব স্বপ্ন পূরণ হোক এই কামনা করি.
positive,"কোলকাতা থেকে অনেক ভালবাসা আর শুভকামনা রইলো, সুস্থ থেকো, আরো পথ চলা বাকি, এগিয়ে চলো। ভগবান তোমার ভালো করুন।"
positive,"আমি এক জন ইন্ডিয়ান হিসেবে তোমায় অনেক ভালবাসি দাদা, নিজের পারফরমেন্স দেখিয়ে দাও তুমি হিন্দু বাঙালির অহংকার আমাদের গৌরব।"
positive,অসাধারণ দাদা  হিন্দুকা সাথ হিন্দুকা বিকাশ ।।।  ভারত থেকে অনেক শুভেচ্ছা রইল অতি শীঘ্রই  আপানার জাতীয় টিমে ফিরবেন ।।।।।।
positive,শুভ জন্মাষ্টমী সৌম্.. ঈশ্বর তোমার সব স্বপ্ন পূরণ করুক এই কামনা করি
positive,মন খারাপে করার কিছু নেই 
offensive,আপনারে নিয়া আশা ছিল। কিন্তু সব আশা নিভায় দিলেন কোথায় গেল সেই ২০১৫ সালের খেলা?? 
positive,"খুব খারাপ লাগছে ,তুমি এশিয়া কাপের দলে নেই তাই,,আশা করি তুমি খুব শক্তিশালী হয়ে জিম্বাবুয়ের সিরিজে ফিরবে ,,,, আমি তোমাকে খুবই ভালোবাসি"
